3800102,3332064,5367588,5326416,5854673,4291425,3369651,2966571,2921907,5628349,3029486,3107830,6466523,2751485,5833981,6552661,6154363,2961729,1846094,4762837,7009543,3098151,2886319,2139316,2866330,2950824,3303409,3014098,4998052,2804548,2364080,3093801,5173583,3199597,2101046,2956140,4322602,1393206,4743566,3837370,4257683,2918725,2446987,2743431,5477961,3745933,2910425,4461555,2782521,4886412,2295038,5529795,4243726,3155458,5775392,2212684,2666143,2201303,3221256,4754756,5883677,2569988,5352393,5679697,4917376,5596879,5530919,2691251,2902953,4657440,3082189,5076232,5732821,5838542,6005127,5403860,3233936,2697873,3339925,1018970,2851220,4860194,5075889,3936198,4038007,2972563,3550805,4685753,5306501,2549230,5200196,5143716,2798512,3063985,6075031,0
9572311,6223755,11129634,12671469,12718187,10358658,4979665,4223509,4157984,14395870,4604007,4928031,5022232,4237143,9582521,5414752,4338528,4535617,2504243,3386082,17025798,4554945,3640005,2729494,3684923,3464580,3353720,3970105,9669637,2698123,3127799,2639376,10959819,5313626,2892908,3269163,7106929,2031431,3549628,3943243,4375267,4635091,3444324,3639387,11193152,3221990,4396459,10542637,4079962,11204349,3089499,12762647,4863096,4675565,4328857,3024620,3628484,2989735,5701562,10169678,13927489,3872983,12269631,14343458,11673844,4164491,7722990,3811112,4348763,8123851,4010739,4465010,11353701,4270990,4907088,11379169,5140847,3900792,7251376,1354311,4733946,11503832,10433613,9367684,7527101,5410281,6714976,5032171,11561056,3901960,6497582,12214724,4352947,4461414,0,6075031
5517213,6239888,4530383,5033767,4591298,3495850,3773015,6277418,6045852,4488017,2689739,4849969,3109560,2748381,3437655,2722582,2575259,2841813,1943137,2312408,4559388,3575367,2744196,3443130,2196933,2201718,2205838,3042439,3782786,1870297,5524475,1774015,4263443,3308065,4618912,2787144,3504151,2311439,2434216,2341937,2480481,2920201,6205217,2596711,4169592,2241519,2863505,3622898,2459747,3850160,4759249,3953496,3530605,2829152,2807070,2722630,2516227,2050557,2989857,3688262,4487510,2252055,4207804,4485925,3974517,2483137,2779499,2465577,3217919,3761680,3523579,2142403,4558420,2445713,2518333,4177482,3436359,2361111,4142280,1040673,2456335,4024374,3924232,3165518,3078749,5363865,5625518,2889519,4362935,2560641,2755829,4528423,2558997,0,4461414,3063985
3020141,2844396,4743852,3864381,4954915,5332847,2691541,2536736,2853441,4528138,4447883,2722868,2710290,4838862,3297232,2690249,2427442,5121118,1564327,2196515,4716325,2448562,2408303,1793708,4313313,2097692,2612125,2302129,3888989,1784066,2165900,1726197,4387144,2814587,1924260,2168024,3440211,1243435,2348682,2207939,2372292,6265655,2180629,4195215,4151168,2052649,5004807,3873794,5245019,3714343,2000952,4014267,2637535,6677410,2647101,1946971,4742813,3591031,5201839,3664058,4424141,3858702,4839297,4257757,4321208,2329365,2705113,5300822,2457908,3740452,2526353,2170781,3922389,2333001,2460111,4184709,5613531,5106214,2716794,1226877,3985309,3991105,4177321,4582888,3190821,2834345,2909367,2865832,4329720,2028407,2786561,4785818,0,2558997,4352947,2798512
8392113,6101334,9530564,11380067,11779118,9534563,4873673,4171093,4837085,13984708,5063575,4510444,5241154,4531144,8689635,5417491,4462445,5200907,2707003,3768565,14678184,4735041,3880491,2886806,3822295,3667740,3505634,3955219,9605021,2933757,3415578,2965590,11138521,5583863,3167317,3750019,7204409,2283057,3898130,3971488,4363105,5012548,3715488,4141983,10924224,3522564,5064626,9454927,4486554,10126497,3405681,11687980,4761862,5474057,4463017,3434652,4131107,3432556,5914574,9190613,12627925,4184600,11662587,12867495,10382340,4221619,6794487,4541033,4669730,8235876,4450601,4477292,10509638,4426911,5037960,10667345,5488274,4265526,6628753,1601655,5088091,10459202,9439103,8422579,6748532,5462457,5978413,5449223,11703675,4033350,6187608,0,4785818,4528423,12214724,5143716
4680937,3553981,5591023,6619610,6184259,5287223,3518288,3043706,2828544,7221076,2975126,2979277,3889258,2652147,8093353,5636304,5929411,2821197,1570625,4292537,7982435,3077326,2408294,2078410,2295476,4758507,5150422,2732177,4985084,3864975,2093261,4521019,5731567,3002003,1922594,2608182,4055035,1266315,5217614,6821382,5824300,2954305,2256483,2361920,5725144,4744707,2762471,5059257,2710627,5366671,2071669,6135339,3374021,3124224,5913811,1970992,2404647,2006955,3362054,5150737,6617617,2534779,6335146,6541391,5611507,4601421,6604028,2534618,2774497,4537068,2836743,3273304,6084874,3361207,4083203,5793568,3111874,2586792,3941909,929795,2861619,5529329,5209192,4832441,3967015,3181987,4254388,3588378,5791979,2232021,0,6187608,2786561,2755829,6497582,5200196
2760378,2931930,3530775,3300464,4026777,2747889,4809423,2726544,2555582,3810941,2167708,2835467,2762797,2063780,3229788,2466913,2126174,2327396,2924481,2237372,3886669,4664097,3779091,2278436,1853671,1899998,1837591,4196442,3259743,1615116,1900127,1667344,3830056,5312258,2256314,4297717,2848468,1792892,2015248,1939771,2235903,2166945,2123628,1924212,3949368,1864966,2099420,2920373,2060502,2927220,2257477,3247649,3683489,2215934,2390991,3880588,2023446,1741683,2300114,3120919,3636574,1884899,3253285,3943434,3128917,1962220,2362839,2054065,4862930,3374836,2735952,2098605,3127396,2184845,2310775,3159806,2162295,2038431,3163584,988260,2031201,3571844,3064003,2593264,2501519,2371595,2314850,2884645,3234379,0,2232021,4033350,2028407,2560641,3901960,2549230
8452945,5559157,9262364,11495030,11071090,9110408,4482043,3938514,4338747,13252292,4325745,4237042,5091233,4048377,8483898,5188700,4210204,4187002,2384493,3619850,14556945,4412289,3217000,2675940,3563030,3496188,3209231,3539850,9079863,2674671,3113577,2661973,10518726,4595573,2840516,3490025,7543259,1994320,3478126,3583095,3987994,4407622,3415860,3364104,10003873,3147067,4225862,10091334,3986694,9979920,3150614,11732550,4675760,4717010,4290549,3044195,3567535,3048214,5208413,9428077,12893489,3747203,11557156,11654980,10242421,3931385,6561587,3881325,4247815,8045159,4244682,4177420,10767259,4193072,4812555,11282841,5023683,3867095,6333218,1367949,4142336,10615213,9810017,8127863,6678899,4955962,5395178,4768699,0,3234379,5791979,11703675,4329720,4362935,11561056,5306501
3475061,3282070,4479269,4129983,5144358,3749772,3888907,3004135,2807816,5080706,2920519,2639395,5603184,2631089,4295594,4606262,4407125,2911311,2084914,2840036,5401286,3549362,3043097,2320199,2256617,3063929,2870240,3658237,4142105,3055757,2113376,2685432,4700493,4148675,2005120,3137875,3834880,1323621,3832210,3222105,3523453,2669145,2273396,2378850,4732087,2594595,2751375,4362121,2504636,4301137,2121252,4546380,5010476,2870348,4957525,2906525,2850044,2117987,3124239,4127298,5072332,2494242,4838200,5078371,4522545,4143176,4686299,2538097,3665858,3958795,2932886,4074780,4630308,4716713,4934033,4441288,3237796,2440113,3264841,1228011,2511375,4410470,4304104,3531036,3416327,2918133,3138376,0,4768699,2884645,3588378,5449223,2865832,2889519,5032171,4685753
6153989,6203750,6114794,6935295,6037527,5550976,3260075,5149188,4660645,6721459,3290706,5039081,3162880,3311122,5326991,3201210,2687731,3534861,1939759,2829036,7900444,3369517,2697396,2954809,2363170,2742001,2214808,3091706,5210454,2239001,4450603,2163955,5620953,3593982,3378142,2493498,4172686,2179568,3181806,3047468,3399010,3335447,4920654,2794558,5230863,2619029,3339909,5040048,2870232,5642627,3914926,6049671,3295645,3373251,2819078,2351734,2586859,2315368,3691991,4883794,6480753,2543742,6087617,6411000,5906499,2505916,4100557,2561533,3422081,4512113,3509969,2573929,5937751,2633682,2981609,5912155,3729597,2610321,5042519,1004983,3172468,5002676,5612233,4825683,3738590,5405622,0,3138376,5395178,2314850,4254388,5978413,2909367,5625518,6714976,3550805
